yellow,2.000000,2.500000,0,0,0,0
yellow,3.214286,2.500000,0,0,0,0
yellow,4.428571,2.500000,0,0,0,0
yellow,5.642857,2.500000,0,0,0,0
yellow,6.857143,2.500000,0,0,0,0
yellow,8.071429,2.500000,0,0,0,0
yellow,9.285714,2.500000,0,0,0,0
yellow,10.500000,2.500000,0,0,0,0
yellow,11.714286,2.500000,0,0,0,0
yellow,12.928571,2.500000,0,0,0,0
yellow,14.142857,2.500000,0,0,0,0
yellow,15.357143,2.500000,0,0,0,0
yellow,16.571429,2.500000,0,0,0,0
yellow,17.785714,2.500000,0,0,0,0
yellow,19.000000,2.500000,0,0,0,0
yellow,20.000000,2.500000,0,0,0,0
yellow,20.643123,2.559594,0,0,0,0
yellow,21.264346,2.736347,0,0,0,0
yellow,21.842513,3.024240,0,0,0,0
yellow,22.357935,3.413469,0,0,0,0
yellow,22.793060,3.890779,0,0,0,0
yellow,23.133072,4.439916,0,0,0,0
yellow,23.366390,5.042180,0,0,0,0
yellow,23.485070,5.677061,0,0,0,0
yellow,23.485070,6.322939,0,0,0,0
yellow,23.366390,6.957820,0,0,0,0
yellow,23.133072,7.560084,0,0,0,0
yellow,22.793060,8.109221,0,0,0,0
yellow,22.357935,8.586531,0,0,0,0
yellow,21.842513,8.975760,0,0,0,0
yellow,21.264346,9.263653,0,0,0,0
yellow,20.643123,9.440406,0,0,0,0
yellow,20.000000,9.500000,0,0,0,0
yellow,2.000000,9.500000,0,0,0,0
yellow,3.214286,9.500000,0,0,0,0
yellow,4.428571,9.500000,0,0,0,0
yellow,5.642857,9.500000,0,0,0,0
yellow,6.857143,9.500000,0,0,0,0
yellow,8.071429,9.500000,0,0,0,0
yellow,9.285714,9.500000,0,0,0,0
yellow,10.500000,9.500000,0,0,0,0
yellow,11.714286,9.500000,0,0,0,0
yellow,12.928571,9.500000,0,0,0,0
yellow,14.142857,9.500000,0,0,0,0
yellow,15.357143,9.500000,0,0,0,0
yellow,16.571429,9.500000,0,0,0,0
yellow,17.785714,9.500000,0,0,0,0
yellow,19.000000,9.500000,0,0,0,0
blue,2.000000,-2.500000,0,0,0,0
blue,3.214286,-2.500000,0,0,0,0
blue,4.428571,-2.500000,0,0,0,0
blue,5.642857,-2.500000,0,0,0,0
blue,6.857143,-2.500000,0,0,0,0
blue,8.071429,-2.500000,0,0,0,0
blue,9.285714,-2.500000,0,0,0,0
blue,10.500000,-2.500000,0,0,0,0
blue,11.714286,-2.500000,0,0,0,0
blue,12.928571,-2.500000,0,0,0,0
blue,14.142857,-2.500000,0,0,0,0
blue,15.357143,-2.500000,0,0,0,0
blue,16.571429,-2.500000,0,0,0,0
blue,17.785714,-2.500000,0,0,0,0
blue,19.000000,-2.500000,0,0,0,0
blue,20.000000,-2.500000,0,0,0,0
blue,21.561871,-2.355271,0,0,0,0
blue,23.070554,-1.926014,0,0,0,0
blue,24.474673,-1.226846,0,0,0,0
blue,25.726413,-0.281576,0,0,0,0
blue,26.783146,0.877606,0,0,0,0
blue,27.608888,2.211224,0,0,0,0
blue,28.175518,3.673865,0,0,0,0
blue,28.463740,5.215719,0,0,0,0
blue,28.463740,6.784281,0,0,0,0
blue,28.175518,8.326135,0,0,0,0
blue,27.608888,9.788776,0,0,0,0
blue,26.783146,11.122394,0,0,0,0
blue,25.726413,12.281576,0,0,0,0
blue,24.474673,13.226846,0,0,0,0
blue,23.070554,13.926014,0,0,0,0
blue,21.561871,14.355271,0,0,0,0
blue,20.000000,14.500000,0,0,0,0
blue,2.000000,14.500000,0,0,0,0
blue,3.214286,14.500000,0,0,0,0
blue,4.428571,14.500000,0,0,0,0
blue,5.642857,14.500000,0,0,0,0
blue,6.857143,14.500000,0,0,0,0
blue,8.071429,14.500000,0,0,0,0
blue,9.285714,14.500000,0,0,0,0
blue,10.500000,14.500000,0,0,0,0
blue,11.714286,14.500000,0,0,0,0
blue,12.928571,14.500000,0,0,0,0
blue,14.142857,14.500000,0,0,0,0
blue,15.357143,14.500000,0,0,0,0
blue,16.571429,14.500000,0,0,0,0
blue,17.785714,14.500000,0,0,0,0
blue,19.000000,14.500000,0,0,0,0
big_orange,1.000000,2.500000,0,0,0,0
big_orange,1.000000,-2.500000,0,0,0,0
big_orange,1.000000,14.500000,0,0,0,0
big_orange,1.000000,9.500000,0,0,0,0
